"type","item1","file","date","desc"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1546 (X64)","Windows11.0-KB5025310-x64.msu","4月8日","Please find the builds for Windows 11 Preview Build 22621/4.1546 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1546”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5025310) + Add EKB (KB5023595)   *Please note there are not release notes for this build.  View more information about this build at the Windows Insider Blog  https://blogs.windows.com/windows-insider/2023/04/07/announcing-windows-11-insider-preview-build-22621-1546-and-22624-1546/"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1546 (X64)","Windows11.0-KB5023595-x64.msu","4月8日","Please find the builds for Windows 11 Preview Build 22621/4.1546 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1546”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5025310) + Add EKB (KB5023595)   *Please note there are not release notes for this build.  View more information about this build at the Windows Insider Blog  https://blogs.windows.com/windows-insider/2023/04/07/announcing-windows-11-insider-preview-build-22621-1546-and-22624-1546/"
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25336 All Editions EN-US Only","25336.1000.230403-1234.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","4月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25336 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25336 .1”.  If you have any questions， please reach out to your Microsoft contact.  Please find the release notes for this release here."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25336 Kits","25336.1000.230403-1234.rs_prerelease_amd64fre_HLK.iso","4月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25336 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25336 .1”.  If you have any questions， please reach out to your Microsoft contact.  Please find the release notes for this release here."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25336 Kits","25336.1000.230403-1234.rs_prerelease_amd64fre_WDK.iso","4月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25336 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25336 .1”.  If you have any questions， please reach out to your Microsoft contact.  Please find the release notes for this release here."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25336 Kits","25336.1000.230403-1234.rs_prerelease_amd64fre_ADK.iso","4月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25336 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25336 .1”.  If you have any questions， please reach out to your Microsoft contact.  Please find the release notes for this release here."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25336 Client Consumer Localized Languages","25336.1000.230403-1234.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","4月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25336 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25336 .1”.  If you have any questions， please reach out to your Microsoft contact.  Please find the release notes for this release here."
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1610 (X64)","Windows11.0-KB5023595-x64.msu","4月14日","Please find the builds for Windows 11 Preview Build 22621/4.1610 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1610”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5025299) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25346 Client Consumer Localized Languages","25346.1001.230415-1347.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","4月20日","Please find the preview builds for the EEAP Developer Channel Preview Build 25346.1001 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25346.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25346 Kits","25346.1001.230415-1347.rs_prerelease_amd64fre_HLK.iso","4月20日","Please find the preview builds for the EEAP Developer Channel Preview Build 25346.1001 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25346.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25346 Kits","25346.1001.230415-1347.rs_prerelease_amd64fre_WDK.iso","4月20日","Please find the preview builds for the EEAP Developer Channel Preview Build 25346.1001 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25346.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25346 Kits","25346.1001.230415-1347.rs_prerelease_amd64fre_ADK.iso","4月20日","Please find the preview builds for the EEAP Developer Channel Preview Build 25346.1001 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25346.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25346 All Editions EN-US Only","25346.1001.230415-1347.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","4月20日","Please find the preview builds for the EEAP Developer Channel Preview Build 25346.1001 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25346.1”.  If you have any questions， please reach out to your Microsoft contact."
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1616 (X64)","Windows11.0-KB5025308-x64.msu","4月22日","Please find the builds for Windows 11 Preview Build 22621/4.1616 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1616”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5025308) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1616 (X64)","Windows11.0-KB5023595-x64.msu","4月22日","Please find the builds for Windows 11 Preview Build 22621/4.1616 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1616”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5025308) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1680 (X64)","Windows11.0-KB5025303-x64.msu","4月28日","Please find the builds for Windows 11 Preview Build 22621/4.1680 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1680”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5025303) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1680 (X64)","Windows11.0-KB5023595-x64.msu","4月28日","Please find the builds for Windows 11 Preview Build 22621/4.1680 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1680”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5025303) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25352 Client Consumer Localized Languages","25352.1.230422-2250.zn_release_CLIENT_CONSUMER_x64FRE_ja-jp.iso","4月29日","Please find the preview builds for the EEAP Developer Channel Preview Build 25352.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25352.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25352 Kits","25352.1.230422-2250.zn_release_amd64fre_HLK.iso","4月29日","Please find the preview builds for the EEAP Developer Channel Preview Build 25352.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25352.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25352 Kits","25352.1.230422-2250.zn_release_amd64fre_WDK.iso","4月29日","Please find the preview builds for the EEAP Developer Channel Preview Build 25352.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25352.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25352 Kits","25352.1.230422-2250.zn_release_amd64fre_ADK.iso","4月29日","Please find the preview builds for the EEAP Developer Channel Preview Build 25352.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25352.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25352 All Editions EN-US Only","25352.1.230422-2250.zn_release_CLIENT_CONSUMER_x64FRE_en-us.iso","4月29日","Please find the preview builds for the EEAP Developer Channel Preview Build 25352.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25352.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25357 Client Consumer Localized Languages","25357.1.230428-1528.zn_release_CLIENT_CONSUMER_x64FRE_ja-jp.iso","5月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25357.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25357.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25357 All Editions EN-US Only","25357.1.230428-1528.zn_release_CLIENT_CONSUMER_x64FRE_en-us.iso","5月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25357.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25357.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25357 Kits","25357.1.230428-1528.zn_release_amd64fre_HLK.iso","5月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25357.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25357.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25357 Kits","25357.1.230428-1528.zn_release_amd64fre_WDK.iso","5月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25357.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25357.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25357 Kits","25357.1.230428-1528.zn_release_amd64fre_ADK.iso","5月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25357.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25357.1”.  If you have any questions， please reach out to your Microsoft contact."
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1690 (X64)","Windows11.0-KB5026447-x64.msu","5月5日","Please find the builds for Windows 11 Preview Build 22621/4.1690 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1690”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5026447) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1690 (X64)","Windows11.0-KB5023595-x64.msu","5月5日","Please find the builds for Windows 11 Preview Build 22621/4.1690 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1690”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5026447) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1755 (X64)","Windows11.0-KB5026438-x64.msu","5月10日","Please find the builds for Windows 11 Preview Build 22621/4.1755 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1755”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5026438) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/4.1755 (X64)","Windows11.0-KB5023595-x64.msu","5月10日","Please find the builds for Windows 11 Preview Build 22621/4.1755 LCU+SSU package and the EKB file. This is the preview for the May CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22624” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22624.1755”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5026438) + Add EKB (KB5023595)   *Please see the release notes with more information about this build"
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25370.1 Kits","25370.1.230516-0802.zn_release_amd64fre_HLK.iso","5月23日","Please find the preview builds for the EEAP Developer Channel Preview Build 25370.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25370.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25370.1 Kits","25370.1.230516-0802.zn_release_amd64fre_WDK.iso","5月23日","Please find the preview builds for the EEAP Developer Channel Preview Build 25370.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25370.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25370.1 Kits","25370.1.230516-0802.zn_release_amd64fre_ADK.iso","5月23日","Please find the preview builds for the EEAP Developer Channel Preview Build 25370.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25370.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25370.1 Client Consumer Localized Languages","25370.1.230516-0802.zn_release_CLIENT_CONSUMER_x64FRE_ja-jp.iso","5月23日","Please find the preview builds for the EEAP Developer Channel Preview Build 25370.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25370.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25370.1 All Editions EN-US Only","25370.1.230516-0802.zn_release_CLIENT_CONSUMER_x64FRE_en-us.iso","5月23日","Please find the preview builds for the EEAP Developer Channel Preview Build 25370.1 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25370.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25375 | Client Consumer Localized Languages","25375.1.230520-1632.zn_release_CLIENT_CONSUMER_x64FRE_ja-jp.iso","5月26日","Please find the preview builds for the EEAP Developer Channel Preview Build 25375.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25375.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25375 | Kits","25375.1.230520-1632.zn_release_amd64fre_HLK.iso","5月26日","Please find the preview builds for the EEAP Developer Channel Preview Build 25375.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25375.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25375 | Kits","25375.1.230520-1632.zn_release_amd64fre_WDK.iso","5月26日","Please find the preview builds for the EEAP Developer Channel Preview Build 25375.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25375.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25375 | Kits","25375.1.230520-1632.zn_release_amd64fre_ADK.iso","5月26日","Please find the preview builds for the EEAP Developer Channel Preview Build 25375.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25375.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25375 | All Editions EN-US Only","25375.1.230520-1632.zn_release_CLIENT_CONSUMER_x64FRE_en-us.iso","5月26日","Please find the preview builds for the EEAP Developer Channel Preview Build 25375 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25375 .1”.  If you have any questions， please reach out to your Microsoft contact."
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.1825 (x64)","Windows11.0-KB5026440-x64.msu","5月26日","Please find the builds for Windows 11 Preview Build 22621/31.1825 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.1825”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5026440) + Add EKB (KB5027397)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.1830 (x64)","Windows11.0-KB5026443-x64.msu","6月2日","Please find the builds for Windows 11 Preview Build 22621/31.1830 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.1830”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5026443) + Add EKB (KB5027397)   *Please see the release notes with more information about this build"
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25381 | All Editions EN-US Only","25381.1.230528-0554.zn_release_CLIENT_CONSUMER_x64FRE_en-us.iso","6月3日","Please find the preview builds for the EEAP Developer Channel Preview Build 25381 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25381 .1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25381 | Kits","25381.1.230528-0554.zn_release_amd64fre_HLK.iso","6月3日","Please find the preview builds for the EEAP Developer Channel Preview Build 25381 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25381 .1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25381 | Kits","25381.1.230528-0554.zn_release_amd64fre_WDK.iso","6月3日","Please find the preview builds for the EEAP Developer Channel Preview Build 25381 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25381 .1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25381 | Kits","25381.1.230528-0554.zn_release_amd64fre_ADK.iso","6月3日","Please find the preview builds for the EEAP Developer Channel Preview Build 25381 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25381 .1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25381 | Client Consumer Localized Languages","25381.1.230528-0554.zn_release_CLIENT_CONSUMER_x64FRE_ja-jp.iso","6月3日","Please find the preview builds for the EEAP Developer Channel Preview Build 25381 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25381 .1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25387 | All Editions EN-US Only","25387.1.230602-1139.zn_release_CLIENT_CONSUMER_x64FRE_en-us.iso","6月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25387.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25387.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25387 | Kits","25387.1.230602-1139.zn_release_amd64fre_HLK.iso","6月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25387.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25387.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25387 | Kits","25387.1.230602-1139.zn_release_amd64fre_WDK.iso","6月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25387.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25387.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25387 | Kits","25387.1.230602-1139.zn_release_amd64fre_ADK.iso","6月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25387.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25387.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25387 | Client Consumer Localized Languages","25387.1.230602-1139.zn_release_CLIENT_CONSUMER_x64FRE_ja-jp.iso","6月8日","Please find the preview builds for the EEAP Developer Channel Preview Build 25387.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25387.1”.  If you have any questions， please reach out to your Microsoft contact."
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.1835 (x64)","Windows11.0-KB5027305-x64.msu","6月9日","Please find the builds for Windows 11 Preview Build 22621/31.1835 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.1835”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5027305) + Add EKB (KB5027397)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2115 (x64)","Windows11.0-KB5028251-x64.msu","8月1日","Please find the builds for Windows 11 Preview Build 22621/31.2115 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.2115”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5028251) + Add EKB (KB5027397)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2115 (x64)","","8月1日","Please find the builds for Windows 11 Preview Build 22621/31.2115 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.2115”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5028251) + Add EKB (KB5027397)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2050 (x64)","","8月1日","Please find the builds for Windows 11 Preview Build 22621/31.2050 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.2050”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5028256) + Add EKB (KB5027397)   *Please see the Windows Insider Blog here with more information about this build"
